district_code,school_type,name,attendance_rate,attend_college,artcourse,avgclass_size,African.American,Asian,Hispanic,White,Native.American,pacific_islander,multi_race,Males,Females,nonbinary,grade9_passrate,expenditure,notnativespeaker,englishlearner,highneed,disability,econdisadv,teacher_retained,teacher_license,masscore_complete,sat_verbal,sat_math
3350000,0,Westwood,96.6,94.6,90.25423729,17.7,2.1,11.8,4.9,76.3,0,0,4.8,51.3,48.7,0,95,18175.41,5.9,0.8,23.9,18.3,6.2,88.6,99.6,97.7,596,619
3360000,0,Weymouth,94.5,67.7,67.58356546,18.1,7.3,6.9,12.3,68.6,0.2,0.1,4.6,50,50,0,73.7,15262.02,14.4,5.5,48.9,21.1,35,89.3,99,49,541,537
3420000,0,Wilmington,95.8,83.3,91.18492494,17.2,1.5,6,4.5,84,0.1,0,4,50.8,49.1,0.1,85.8,15968.47,3.3,0.8,26.3,16.9,11.9,91.3,100,100,562,554
3430000,0,Winchendon,93.1,42.5,86.43639427,17.9,1.9,1.7,6.5,86.1,0.1,0.3,3.6,53.6,46.3,0.1,41.9,13599.12,2.2,0.8,58.2,22,49.7,77.8,100,55,501,474
3440000,0,Winchester,96.1,87.9,78.28271794,19.2,1.2,18.9,3.4,70,0.2,0,6.3,50.1,49.9,0.1,92.8,13451.34,19.3,3,25.2,16.4,5.7,89.4,99.5,85.9,626,645
3460000,0,Winthrop,95.3,77.9,85.50204918,20,1.3,0.6,16.1,80.3,0.1,0.1,1.4,49.2,50.8,0,80.5,13010.31,21.7,7.3,46,15.2,31.9,87.3,99.2,100,544,523
3470000,0,Woburn,95.1,76.2,83.94093216,16.1,7.2,7.6,11.9,69.1,0.6,0.2,3.6,49.8,50.2,0,88.3,16908.8,20.7,8,47,17.6,32.2,89.2,100,99.4,545,555
3480000,0,Worcester,94.4,60.2,82.65546218,16.4,17.1,6.5,43.1,28.8,0.2,0,4.4,51.1,48.9,0,74.5,14142.28,58.7,30.2,77.6,0.5,64.3,84.3,96.3,91.5,498,496
4060000,1,Northampton-Smith Vocational Agricultural,95.2,39,50.19920319,11.8,1.5,0.6,13.1,83.1,0,0.2,1.5,57.8,42,0.2,84,22467.51,4.4,3.4,59.1,40.7,35.4,87.7,96.4,100,508,498
4100000,0,Excel Academy Charter (District),93.9,85.9,63.02843966,23.6,6,0.9,79.4,12,0.7,0.4,0.6,50.5,49.5,0,89.1,18188.59,57.3,8.5,72.6,18.8,53.8,72,78.3,63,480,503
4110000,0,Boston Green Academy Horace Mann Charter School (District),91,76,35.18930958,15.9,44.6,1.8,43.6,6.5,0.2,0.4,2.9,52.5,47.5,0,67.5,16381.61,36.3,16.9,83.3,33.2,72.1,76.7,86.5,0,457,454
